Drug name,Drug ID,Drug target,Target Pathway,Feature Name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,log_max_conc_tested,log_max_conc_tested_2,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,tissue_pval,msi_pval,fdr,Tissue Type,Screening Set
CDK9_5038,1709,CDK9,Cell cycle,BRAF_mut,7,5,1.347185886,-2.578996235,-0.469825979,,,0.059929573,-2.109170255,1.42138932,1.759923338,0.04419727,,,0,THCA,GDSC2
CDK9_5038,1709,CDK9,Cell cycle,TP53_mut,9,3,0.510005033,-1.4602359,-2.419993478,,,0.695137449,0.959757578,1.047090476,3.649845649,0.461939182,,,0,THCA,GDSC2
Eg5_9814,1712,KSP11,Other,BRAF_mut,7,5,0.723648037,-2.767007942,-1.506334125,,,0.267436563,-1.260673817,1.606446368,1.927785057,0.244752656,,,0,THCA,GDSC2
Eg5_9814,1712,KSP11,Other,TP53_mut,9,3,0.211757497,-2.143203827,-2.537297259,,,0.858508863,0.394093432,1.244133097,3.335604174,0.75729406,,,0,THCA,GDSC2
ERK_2440,1713,"ERK1,ERK2",ERK MAPK signaling,BRAF_mut,7,5,2.682989543,0.500673677,3.394938413,,,0.007236327,-2.894264736,0.752568112,1.43516382,0.001007414,,,0.201482728,THCA,GDSC2
ERK_2440,1713,"ERK1,ERK2",ERK MAPK signaling,TP53_mut,9,3,0.046817159,1.728840492,1.639947792,,,0.966744088,0.0888927,1.385665153,3.216430611,0.945398517,,,94.53985169,THCA,GDSC2
ERK_6604,1714,"ERK1,ERK2",ERK MAPK signaling,BRAF_mut,7,5,2.162258169,1.459965527,4.134730567,,,0.019014976,-2.674765039,0.83066611,1.67049725,0.004157872,,,0.831574334,THCA,GDSC2
ERK_6604,1714,"ERK1,ERK2",ERK MAPK signaling,TP53_mut,9,3,0.028603623,2.560852477,2.61524641,,,0.980282861,-0.054393933,1.322577949,3.329326625,0.966621536,,,96.66215359,THCA,GDSC2
IRAK4_4710,1716,IRAK4,"Other, kinases",BRAF_mut,7,5,1.274270846,4.862404991,5.838164393,,,0.070195509,-0.975759402,0.703898931,0.850106782,0.054592086,,,0,THCA,GDSC2
IRAK4_4710,1716,IRAK4,"Other, kinases",TP53_mut,9,3,0.969707086,5.064243964,5.883153742,,,0.329081838,-0.818909778,0.764823784,1.107253879,0.176448731,,,0,THCA,GDSC2
JAK1_8709,1718,JAK1,"Other, kinases",BRAF_mut,7,5,1.268335741,4.381668493,5.532415517,,,0.131185169,-1.150747024,0.383174763,1.355617506,0.055534986,,,0,THCA,GDSC2
JAK1_8709,1718,JAK1,"Other, kinases",TP53_mut,9,3,1.225808817,4.569802282,5.735178835,,,0.361023328,-1.165376553,0.625109012,1.71933365,0.095800226,,,0,THCA,GDSC2
AZD5991,1720,MCL1,Apoptosis regulation,BRAF_mut,6,5,0.635215898,5.266427743,6.052532321,,,0.363711786,-0.786104578,0.81477586,1.617423187,0.32151903,,,0,THCA,GDSC2
AZD5991,1720,MCL1,Apoptosis regulation,TP53_mut,8,3,0.334523365,5.505729334,5.938464462,,,0.756710065,-0.432735128,0.962401279,2.070844754,0.63305413,,,0,THCA,GDSC2
PAK_5339,1730,"PAK1, PAK2",Cytoskeleton,BRAF_mut,7,5,1.410199705,2.38871158,3.274700461,,,0.069908843,-0.88598888,0.475496435,0.804778686,0.036785426,,,0,THCA,GDSC2
PAK_5339,1730,"PAK1, PAK2",Cytoskeleton,TP53_mut,9,3,0.296347279,2.699934498,2.931690962,,,0.782169861,-0.231756464,0.613551406,1.245864715,0.666131938,,,0,THCA,GDSC2
TAF1_5496,1732,TAF1,Other,BRAF_mut,7,5,0.18822836,4.70845273,5.0728881,,,0.766256861,-0.36443537,1.743903504,2.19311199,0.754479237,,,0,THCA,GDSC2
TAF1_5496,1732,TAF1,Other,TP53_mut,9,3,0.488800472,4.628631226,5.555309527,,,0.59001023,-0.926678301,1.733155798,2.440363534,0.48027085,,,0,THCA,GDSC2
ULK1_4989,1733,ULK1,"Other, kinases",BRAF_mut,7,5,0.455915279,2.486928054,3.083158444,,,0.499036485,-0.59623039,1.024638296,1.643411917,0.454231267,,,0,THCA,GDSC2
ULK1_4989,1733,ULK1,"Other, kinases",TP53_mut,9,3,0.177355248,2.675850991,2.913876562,,,0.893473624,-0.238025571,0.647534633,2.70716414,0.795618408,,,0,THCA,GDSC2
VSP34_8731,1734,VSP34,Other,BRAF_mut,7,5,1.034412965,2.13088903,3.761576476,,,0.197266041,-1.630687446,0.703015423,2.339132829,0.107745578,,,0,THCA,GDSC2
VSP34_8731,1734,VSP34,Other,TP53_mut,9,3,0.625765269,2.539526433,3.622789232,,,0.665169317,-1.083262798,0.519759739,3.728666018,0.370029301,,,0,THCA,GDSC2
Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,BRAF_mut,7,5,1.556665846,1.711875079,4.577332262,,,0.05496221,-2.865457183,1.322358543,2.418284154,0.023960365,,,0,THCA,GDSC2
Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,TP53_mut,9,3,0.226154247,2.770625107,3.311386965,,,0.859523444,-0.540761858,1.333565404,4.633970063,0.741451672,,,0,THCA,GDSC2
IGF1R_3801,1738,IGFR1,IGF1R signaling,BRAF_mut,7,5,0.041148023,3.099173515,3.156260948,,,0.941441117,-0.057087434,1.571427491,1.052566213,0.945361351,,,94.53613505,THCA,GDSC2
IGF1R_3801,1738,IGFR1,IGF1R signaling,TP53_mut,9,3,0.727848147,3.361645615,2.406902936,,,0.425893122,0.954742679,1.217921853,1.633978941,0.300538278,,,60.1076557,THCA,GDSC2
JAK_8517,1739,"JAK1, JAK2","Other, kinases",BRAF_mut,7,5,0.804491972,3.659420257,4.639580445,,,0.252133058,-0.980160188,0.945813268,1.539205538,0.199473886,,,39.89477721,THCA,GDSC2
JAK_8517,1739,"JAK1, JAK2","Other, kinases",TP53_mut,9,3,0.024963276,4.059530704,4.092689227,,,0.984178783,-0.033158523,0.765330603,2.545363664,0.970867229,,,97.0867229,THCA,GDSC2
GSK2256098C,1776,FAK1,Cytoskeleton,BRAF_mut,7,5,0.371375147,4.554951197,4.925423729,,,0.610315361,-0.370472532,0.485872302,1.460737688,0.540158553,,,0,THCA,GDSC2
GSK2256098C,1776,FAK1,Cytoskeleton,TP53_mut,9,3,0.552432564,4.573387842,5.117095481,,,0.613117095,-0.543707639,0.775394342,1.561526554,0.426638673,,,0,THCA,GDSC2
GSK2276186C,1777,"JAK1, JAK2, JAK3","Other, kinases",BRAF_mut,7,5,0.32471678,5.704373741,5.963397521,,,0.648836801,-0.25902378,0.453278515,1.132513477,0.59138204,,,0,THCA,GDSC2
GSK2276186C,1777,"JAK1, JAK2, JAK3","Other, kinases",TP53_mut,9,3,0.560848283,5.702564386,6.141508106,,,0.597162946,-0.438943721,0.637163113,1.199474611,0.41985748,,,0,THCA,GDSC2
GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,BRAF_mut,7,5,0.037195034,4.411772031,4.360213685,,,0.955129443,0.051558345,1.087600783,1.740488423,0.950602178,,,95.0602178,THCA,GDSC2
GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,TP53_mut,9,3,0.213738551,4.463995554,4.169170883,,,0.832496842,0.294824671,1.144007734,2.06840551,0.755106875,,,95.0602178,THCA,GDSC2
GSK626616AC,1779,DYRK1A,"Other, kinases",BRAF_mut,7,5,0.250808336,1.361729346,1.610786196,,,0.730509193,-0.24905685,0.445397699,1.47228952,0.677485133,,,0,THCA,GDSC2
GSK626616AC,1779,DYRK1A,"Other, kinases",TP53_mut,9,3,0.472397752,1.350021103,1.811948825,,,0.669482997,-0.461927722,0.750857606,1.589236186,0.494761448,,,0,THCA,GDSC2
GSK3337463A,1780,NIK,"Other, kinases",BRAF_mut,7,5,0.602852972,5.639222537,6.181258177,,,0.408290626,-0.54203564,0.525448832,1.267630016,0.327471698,,,0,THCA,GDSC2
GSK3337463A,1780,NIK,"Other, kinases",TP53_mut,9,3,0.640146669,5.720272859,6.299464303,,,0.590191659,-0.579191444,0.642365381,1.56288023,0.359586051,,,0,THCA,GDSC2
GSK2830371A,1782,PPM1D,Other,BRAF_mut,7,5,0.31314511,5.475777138,5.888402583,,,0.653503319,-0.412625445,0.854066623,1.801822717,0.604476931,,,0,THCA,GDSC2
GSK2830371A,1782,PPM1D,Other,TP53_mut,9,3,0.478141023,5.491915072,6.115072412,,,0.6465655,-0.62315734,1.070040755,1.978105281,0.489657133,,,0,THCA,GDSC2
LMB_AB1,1783,"ADRA1A, ADRB1",Other,BRAF_mut,7,5,0.209597817,5.737797557,5.975942411,,,0.763300715,-0.238144854,0.722805391,1.563233707,0.72781631,,,0,THCA,GDSC2
LMB_AB1,1783,"ADRA1A, ADRB1",Other,TP53_mut,9,3,0.23797904,5.769424329,6.039825332,,,0.831327613,-0.270401003,0.84206721,1.902336333,0.728533223,,,0,THCA,GDSC2
LMB_AB2,1784,GADD34,Unclassified,BRAF_mut,7,5,0.541858961,5.740485492,6.189335447,,,0.462859785,-0.448849955,0.417650685,1.205723624,0.376549584,,,0,THCA,GDSC2
LMB_AB2,1784,GADD34,Unclassified,TP53_mut,9,3,0.346248171,5.853783005,6.14867621,,,0.780757525,-0.294893205,0.52181404,1.592999804,0.614801284,,,0,THCA,GDSC2
LMB_AB3,1785,PPP1R15B,Other,BRAF_mut,7,5,0.014622741,5.567002123,5.586355696,,,0.984087978,-0.019353573,0.47975488,2.008495314,0.980567749,,,98.05677489,THCA,GDSC2
LMB_AB3,1785,PPP1R15B,Other,TP53_mut,9,3,0.837456713,5.317533934,6.347662645,,,0.359076632,-1.030128711,1.154642966,1.494166993,0.237602555,,,47.52051105,THCA,GDSC2
AZD4547,1786,"FGFR1, FGFR2, FGFR3",RTK signaling,BRAF_mut,7,9,0.483964539,2.880627529,3.364099523,,,0.318632494,-0.483471993,0.613679329,1.209953723,0.353178811,,,0,THCA,GDSC2
AZD4547,1786,"FGFR1, FGFR2, FGFR3",RTK signaling,NRAS_mut,3,13,0.570352108,2.687621873,3.259878676,,,0.418378026,-0.572256803,0.949546954,1.012026989,0.38826451,,,0,THCA,GDSC2
AZD4547,1786,"FGFR1, FGFR2, FGFR3",RTK signaling,TP53_mut,11,5,0.632998095,2.95791617,3.580842107,,,0.318063062,-0.622925937,0.919284246,1.129953331,0.260131259,,,0,THCA,GDSC2
Ibrutinib,1799,BTK,"Other, kinases",BRAF_mut,7,7,0.120193511,5.56660702,5.718738801,,,0.826876452,-0.152131781,0.876919649,1.560488752,0.825870539,,,0,THCA,GDSC2
Ibrutinib,1799,BTK,"Other, kinases",NRAS_mut,3,11,0.224795807,5.419747274,5.703470811,,,0.818122768,-0.283723537,1.829380831,1.114570203,0.735971622,,,0,THCA,GDSC2
Ibrutinib,1799,BTK,"Other, kinases",TP53_mut,10,4,0.387668857,5.780714681,5.297568484,,,0.674706314,0.483146197,0.823010003,2.044719283,0.52465084,,,0,THCA,GDSC2
Zoledronate,1802, ,Other,BRAF_mut,7,5,0.800210777,4.033632364,4.670767134,,,0.286721276,-0.63713477,0.453227931,1.129932447,0.201682353,,,0,THCA,GDSC2
Zoledronate,1802, ,Other,TP53_mut,9,3,0.596568795,4.174630046,4.672530603,,,0.645900524,-0.497900557,0.479654961,1.6008028,0.391895152,,,0,THCA,GDSC2
Acetalax,1803,,Unclassified,BRAF_mut,7,5,0.636878349,5.910602071,4.617424232,,,0.292485076,1.293177839,2.133963449,1.864555569,0.302257622,,,0,THCA,GDSC2
Acetalax,1803,,Unclassified,TP53_mut,9,3,0.100177616,5.425493847,5.210630343,,,0.87777879,0.214863504,2.205635487,1.882038804,0.883542118,,,0,THCA,GDSC2
Acetalax,1804,,Unclassified,BRAF_mut,7,5,0.19735413,5.941893513,5.648882324,,,0.76012287,0.293011189,1.265777878,1.762817754,0.743049028,,,91.05258861,THCA,GDSC2
Acetalax,1804,,Unclassified,TP53_mut,9,3,0.076835468,5.848467378,5.733819937,,,0.845400978,0.114647441,1.664109675,0.234539348,0.910525886,,,91.05258861,THCA,GDSC2
Oxaliplatin,1806,DNA alkylating agent,DNA replication,BRAF_mut,7,5,0.528943771,5.528792042,6.209809074,,,0.374519943,-0.681017032,1.368073244,1.156169308,0.387586521,,,0,THCA,GDSC2
Oxaliplatin,1806,DNA alkylating agent,DNA replication,TP53_mut,9,3,0.80991632,6.065635533,5.053289955,,,0.506216169,1.012345578,0.882029771,2.16790798,0.252320265,,,0,THCA,GDSC2
Carmustine,1807,,,BRAF_mut,7,5,0.705344696,6.485019292,7.097336618,,,0.309608861,-0.612317326,0.672603874,1.097928416,0.256090729,,,0,THCA,GDSC2
Carmustine,1807,,,TP53_mut,9,3,0.165098621,6.701925936,6.854828236,,,0.858201537,-0.1529023,0.822655359,1.257580708,0.809417529,,,0,THCA,GDSC2
Topotecan,1808,TOP1,DNA replication,BRAF_mut,7,5,0.061713784,0.092235135,-0.00077378,,,0.929441335,0.093008916,0.927093789,2.095025147,0.91814547,,,91.814547,THCA,GDSC2
Topotecan,1808,TOP1,DNA replication,TP53_mut,9,3,0.890088201,-0.255645174,0.980861204,,,0.497423667,-1.236506378,0.854383655,2.594115015,0.211429555,,,42.28591091,THCA,GDSC2
Teniposide,1809,,DNA replication,BRAF_mut,7,5,0.17323839,0.536661272,0.817136768,,,0.795909942,-0.280475496,1.222868527,2.07603232,0.773388926,,,0,THCA,GDSC2
Teniposide,1809,,DNA replication,TP53_mut,9,3,0.539460246,0.44106942,1.290895986,,,0.674932091,-0.849826566,0.916645181,3.007878037,0.437235185,,,0,THCA,GDSC2
Mitoxantrone,1810,TOP2,DNA replication,BRAF_mut,7,5,0.319233765,1.365893691,0.653455444,,,0.652739046,0.712438247,1.310127799,3.142723121,0.597568028,,,0,THCA,GDSC2
Mitoxantrone,1810,TOP2,DNA replication,TP53_mut,9,3,0.653010001,0.715890322,2.128506719,,,0.585214093,-1.412616398,1.52249958,3.758455119,0.350427843,,,0,THCA,GDSC2
Dactinomycin,1811,RNA polymerase,Other,BRAF_mut,7,5,0.195142402,-2.426059401,-2.115682237,,,0.757912081,-0.310377164,1.433798587,1.800190924,0.745813381,,,0,THCA,GDSC2
Dactinomycin,1811,RNA polymerase,Other,TP53_mut,9,3,0.369988333,-2.151029611,-2.733853497,,,0.761851806,0.582823886,1.012651009,2.881875179,0.59110339,,,0,THCA,GDSC2
Bleomycin,1812,dsDNA break induction,DNA replication,BRAF_mut,7,5,0.674043374,2.470439252,3.396432313,,,0.260964228,-0.925993061,1.474780128,1.206554069,0.276451863,,,0,THCA,GDSC2
Bleomycin,1812,dsDNA break induction,DNA replication,TP53_mut,9,3,0.691182075,3.096321136,2.136115369,,,0.599677968,0.960205766,0.787007957,2.678090964,0.324261626,,,0,THCA,GDSC2
Fludarabine,1813,Antimetabolite,DNA replication,BRAF_mut,7,5,0.849860919,4.992067529,6.08022025,,,0.155881974,-1.088152721,1.42067713,1.034894118,0.177302707,,,0,THCA,GDSC2
Fludarabine,1813,Antimetabolite,DNA replication,TP53_mut,9,3,0.795437466,5.707582754,4.659109722,,,0.570316757,1.048473032,0.600701903,2.691408819,0.26034764,,,0,THCA,GDSC2
Nelarabine,1814,,DNA replication,BRAF_mut,7,5,0.951657053,6.20994585,6.9414574,,,0.183353517,-0.73151155,0.601214545,0.966928576,0.135167736,,,0,THCA,GDSC2
Nelarabine,1814,,DNA replication,TP53_mut,9,3,0.387041874,6.432491685,6.761494262,,,0.700123894,-0.329002577,0.716305601,1.249199004,0.574384283,,,0,THCA,GDSC2
Dacarbazine,1815,CP11A,Other,BRAF_mut,7,5,0.534390538,5.922120531,5.520209447,,,0.411840977,0.401911084,0.66627569,0.864998647,0.382904324,,,0,THCA,GDSC2
Dacarbazine,1815,CP11A,Other,TP53_mut,9,3,0.467054916,5.665420087,6.022370058,,,0.274472123,-0.356949971,0.847694977,0.214700773,0.499539277,,,0,THCA,GDSC2
Fulvestrant,1816,ESR,Hormone-related,BRAF_mut,7,5,0.269289192,4.84382029,5.130841678,,,0.670501119,-0.287021388,0.968787052,1.196769893,0.655425573,,,0,THCA,GDSC2
Fulvestrant,1816,ESR,Hormone-related,TP53_mut,9,3,0.169998815,4.917785867,5.100292537,,,0.811815898,-0.182506669,1.076102525,1.063410516,0.803892122,,,0,THCA,GDSC2
Romidepsin,1817,"HDAC1, HDAC2, HDAC3, HDAC8",Chromatin histone acetylation,BRAF_mut,7,5,0.713174333,-5.731163664,-5.160840129,,,0.259758552,-0.570323535,0.784398968,0.822111012,0.251189935,,,0,THCA,GDSC2
Romidepsin,1817,"HDAC1, HDAC2, HDAC3, HDAC8",Chromatin histone acetylation,TP53_mut,9,3,0.926218976,-5.311855463,-6.038549043,,,0.405070487,0.72669358,0.642024571,1.195429872,0.194889907,,,0,THCA,GDSC2
Vincristine,1818,,,BRAF_mut,7,5,0.811598892,-2.312500859,-0.666615742,,,0.196359525,-1.645885116,2.057991505,1.982044077,0.195852819,,,0,THCA,GDSC2
Vincristine,1818,,,TP53_mut,9,3,0.387497679,-1.41574968,-2.259612535,,,0.695778518,0.843862855,1.857028498,3.149314513,0.573940984,,,0,THCA,GDSC2
Docetaxel,1819,Microtubule stabiliser,Mitosis,BRAF_mut,7,5,1.1201406,-3.045680051,-0.671102787,,,0.099585224,-2.374577264,1.993662309,2.29626277,0.084783241,,,0,THCA,GDSC2
Docetaxel,1819,Microtubule stabiliser,Mitosis,TP53_mut,9,3,0.271270513,-1.889621367,-2.556227331,,,0.78931265,0.666605964,2.035583738,3.690309396,0.69264991,,,0,THCA,GDSC2
123829,1820,,Unclassified,BRAF_mut,7,5,0.655340871,1.219028866,2.369914142,,,0.329626746,-1.150885277,1.47557822,2.108144459,0.289214072,,,0,THCA,GDSC2
123829,1820,,Unclassified,TP53_mut,9,3,0.173918304,1.779288678,1.456391557,,,0.87892395,0.322897122,1.327016255,3.19233015,0.799480673,,,0,THCA,GDSC2
765771,1821,,Unclassified,BRAF_mut,7,5,0.519346222,3.805550768,4.273288483,,,0.404486445,-0.467737714,0.87925354,0.931770624,0.395934632,,,0,THCA,GDSC2
765771,1821,,Unclassified,TP53_mut,9,3,0.099161888,3.977278509,4.069930402,,,0.934107919,-0.092651893,0.608375186,1.698401175,0.884713332,,,0,THCA,GDSC2
123138,1824,,Unclassified,BRAF_mut,7,5,0.480915242,2.951286995,3.252920514,,,0.397698047,-0.301633519,0.714259137,0.467143568,0.430609778,,,0,THCA,GDSC2
123138,1824,,Unclassified,TP53_mut,9,3,0.539766272,3.161679511,2.82283198,,,0.587507834,0.338847531,0.540626734,0.895180918,0.436983202,,,0,THCA,GDSC2
Podophyllotoxin bromide,1825,,Unclassified,BRAF_mut,7,5,1.081055351,-1.099601027,0.159290954,,,0.101908791,-1.258891981,1.145180061,1.192900187,0.094624381,,,0,THCA,GDSC2
Podophyllotoxin bromide,1825,,Unclassified,TP53_mut,9,3,0.203646257,-0.506729354,-0.780062744,,,0.830378244,0.27333339,1.170151105,1.878948956,0.766272547,,,0,THCA,GDSC2
50869,1826,,Unclassified,BRAF_mut,7,5,0.353654437,2.759939712,3.263365022,,,0.595339475,-0.50342531,1.134610793,1.770545769,0.559308668,,,0,THCA,GDSC2
50869,1826,,Unclassified,TP53_mut,9,3,0.621657581,2.753666276,3.617802202,,,0.407601826,-0.864135925,1.393841376,1.374786492,0.373051797,,,0,THCA,GDSC2
Dihydrorotenone,1827,,Unclassified,BRAF_mut,7,5,0.379937552,1.441449719,2.153599795,,,0.500604157,-0.712150076,2.138091763,1.387862983,0.531042786,,,0,THCA,GDSC2
Dihydrorotenone,1827,,Unclassified,TP53_mut,9,3,0.241859335,1.853120744,1.393353435,,,0.640916084,0.45976731,2.04972103,1.123835871,0.72431316,,,0,THCA,GDSC2
720427,1828,,Unclassified,BRAF_mut,7,5,0.451853632,4.159544182,3.910729379,,,0.449346677,0.248814803,0.576576948,0.509300347,0.4581475,,,0,THCA,GDSC2
720427,1828,,Unclassified,TP53_mut,9,3,0.229960773,4.088265341,3.958689368,,,0.784382863,0.129575973,0.529840743,0.681591349,0.73728365,,,0,THCA,GDSC2
667880,1829,,Unclassified,BRAF_mut,7,5,0.527911987,1.67097265,2.286045847,,,0.347443674,-0.615073197,1.359732582,0.787634713,0.388478,,,0,THCA,GDSC2
667880,1829,,Unclassified,TP53_mut,9,3,0.875794779,2.172219653,1.192353635,,,0.466073457,0.979866018,0.820542321,1.888319625,0.218289178,,,0,THCA,GDSC2
Gallibiscoquinazole,1830,,Unclassified,BRAF_mut,7,5,0.021834253,2.985388261,2.964580971,,,0.969268204,0.02080729,1.060201341,0.764406922,0.970988404,,,97.09884037,THCA,GDSC2
Gallibiscoquinazole,1830,,Unclassified,TP53_mut,9,3,0.10229018,2.952375746,3.049746989,,,0.820238103,-0.097371243,1.04574466,0.395416283,0.881107112,,,97.09884037,THCA,GDSC2
L-Oxonoreleagnine,1831,,Unclassified,BRAF_mut,7,5,0.323108171,4.05519073,4.214745908,,,0.544364506,-0.159555178,0.609069407,0.230610345,0.59319336,,,0,THCA,GDSC2
L-Oxonoreleagnine,1831,,Unclassified,TP53_mut,9,3,0.414605324,4.172653364,3.968728123,,,0.518782584,0.203925241,0.510649048,0.408107136,0.547918381,,,0,THCA,GDSC2
729189,1832,,Unclassified,BRAF_mut,7,5,0.18476643,4.076958444,4.234386341,,,0.763369933,-0.157427897,0.82491027,0.891181032,0.758831872,,,0,THCA,GDSC2
729189,1832,,Unclassified,TP53_mut,9,3,0.316363239,4.209526494,3.941634121,,,0.669706455,0.267892373,0.841136105,0.869024677,0.6453043,,,0,THCA,GDSC2
741909,1833,,Unclassified,BRAF_mut,7,5,0.227177698,3.004972854,2.812828824,,,0.726451076,0.192144031,0.71391329,1.011870772,0.706161847,,,0,THCA,GDSC2
741909,1833,,Unclassified,TP53_mut,9,3,0.5448219,2.812540031,3.262031272,,,0.422199842,-0.449491241,0.84878217,0.722218666,0.432834386,,,0,THCA,GDSC2
743380,1834,,Unclassified,BRAF_mut,7,5,0.194725565,2.747098929,2.576698294,,,0.777027895,0.170400634,0.591645621,1.178706879,0.746334795,,,0,THCA,GDSC2
743380,1834,,Unclassified,TP53_mut,9,3,0.207134336,2.630752298,2.812137764,,,0.833183683,-0.181385466,0.74353768,1.273880588,0.762406985,,,0,THCA,GDSC2
Elephantin,1835,,Unclassified,BRAF_mut,7,5,0.938189578,2.854960233,4.311203351,,,0.213258002,-1.456243118,0.976723382,2.1429436,0.140179652,,,0,THCA,GDSC2
Elephantin,1835,,Unclassified,TP53_mut,9,3,0.213890854,3.55429853,3.184017206,,,0.851168374,0.370281324,1.243355633,2.966649017,0.754938818,,,0,THCA,GDSC2
150412,1836,,Unclassified,BRAF_mut,7,5,0.013871792,3.303332407,3.289130631,,,0.981568071,0.014201776,1.030541011,1.013574435,0.981565479,,,98.15654787,THCA,GDSC2
150412,1836,,Unclassified,TP53_mut,9,3,0.022349924,3.291694764,3.314575707,,,0.975676128,-0.022880943,1.015703424,1.055368167,0.973915746,,,98.15654787,THCA,GDSC2
Sinularin,1838,,Unclassified,BRAF_mut,7,5,0.475852281,3.747368742,4.177697187,,,0.511760237,-0.430328445,0.497851429,1.293351017,0.435326148,,,0,THCA,GDSC2
Sinularin,1838,,Unclassified,TP53_mut,9,3,0.621389024,3.787539762,4.34406976,,,0.596577413,-0.556529998,0.646717176,1.528962391,0.373250018,,,0,THCA,GDSC2
615590,1839,,Unclassified,BRAF_mut,7,5,0.544829083,4.077053097,4.553922011,,,0.437391521,-0.476868914,0.607440823,1.166935381,0.374043361,,,74.80867215,THCA,GDSC2
615590,1839,,Unclassified,TP53_mut,9,3,0.055630474,4.288432903,4.237695202,,,0.953671046,0.050737701,0.787965144,1.294452715,0.935143936,,,93.51439363,THCA,GDSC2
630600,1840,,Unclassified,BRAF_mut,7,5,0.850116395,1.811875606,3.396064306,,,0.252645105,-1.5841887,1.178687867,2.568577021,0.17718409,,,35.43681806,THCA,GDSC2
630600,1840,,Unclassified,TP53_mut,9,3,0.083372049,2.514659702,2.343837819,,,0.938527185,0.170821883,1.574541951,3.327678754,0.902955909,,,90.29559085,THCA,GDSC2
LMP744,1843,TOP1,DNA replication,BRAF_mut,7,5,0.728608211,-1.021930286,0.574297435,,,0.330841012,-1.596227721,1.181814033,3.147042662,0.241751037,,,0,THCA,GDSC2
LMP744,1843,TOP1,DNA replication,TP53_mut,9,3,0.589000789,-0.690719766,0.644817686,,,0.662363555,-1.335537451,1.12804807,4.540591455,0.397708341,,,0,THCA,GDSC2
776928,1844,,Unclassified,BRAF_mut,7,5,0.840294935,3.67452964,5.243103033,,,0.275329602,-1.568573393,0.914118437,2.730924039,0.181793534,,,0,THCA,GDSC2
776928,1844,,Unclassified,TP53_mut,9,3,0.488329476,4.084298046,5.059513411,,,0.671282698,-0.975215365,1.455919191,3.385574913,0.480683186,,,0,THCA,GDSC2
Schweinfurthin A,1845,,Unclassified,BRAF_mut,7,5,1.430845636,1.149062522,3.249078503,,,0.066068262,-2.100015982,1.120919387,1.870957609,0.034632974,,,0,THCA,GDSC2
Schweinfurthin A,1845,,Unclassified,TP53_mut,9,3,0.298122587,2.160947912,1.613432988,,,0.783951665,0.547514924,1.416649695,2.972686303,0.66427221,,,0,THCA,GDSC2
BEN,1847,,Unclassified,BRAF_mut,7,5,0.698022695,4.917061942,6.18043228,,,0.309604847,-1.263370338,1.446528255,2.247426568,0.260742917,,,0,THCA,GDSC2
BEN,1847,,Unclassified,TP53_mut,9,3,0.598490572,5.165058428,6.278689713,,,0.561511584,-1.113631285,1.564691031,2.742008085,0.390428508,,,0,THCA,GDSC2
Sabutoclax,1849,"BCL2,  BCL-XL,  BFL1, MCL1",Apoptosis regulation,BRAF_mut,7,7,0.24244833,0.106804931,0.3741092,,,0.659311974,-0.267304269,1.290234748,0.875441307,0.658225041,,,0,THCA,GDSC2
Sabutoclax,1849,"BCL2,  BCL-XL,  BFL1, MCL1",Apoptosis regulation,NRAS_mut,3,11,0.569856762,-0.242246969,0.37210362,,,0.346093903,-0.614350589,0.81945181,1.122677539,0.398800913,,,0,THCA,GDSC2
Sabutoclax,1849,"BCL2,  BCL-XL,  BFL1, MCL1",Apoptosis regulation,TP53_mut,10,4,0.411555293,0.368646734,-0.080017106,,,0.63626859,0.44866384,0.814329695,1.662664856,0.499895712,,,0,THCA,GDSC2
LY2109761,1852,TGFB1,Other,BRAF_mut,7,7,0.035777987,5.557254138,5.59404387,,,0.948143181,-0.036789732,0.639536454,1.306026856,0.947736149,,,94.77361489,THCA,GDSC2
LY2109761,1852,TGFB1,Other,NRAS_mut,3,11,0.915674536,4.890017129,5.762639515,,,0.249315382,-0.872622386,0.953125747,0.952954606,0.185134173,,,55.54025181,THCA,GDSC2
LY2109761,1852,TGFB1,Other,TP53_mut,10,4,0.120893736,5.611111819,5.486991965,,,0.903026015,0.124119854,0.507638482,1.855597613,0.841506576,,,94.77361489,THCA,GDSC2
OF-1,1853,"BRPF1B, BRPF2",Chromatin histone acetylation,BRAF_mut,7,7,0.053011202,4.926995694,5.016811206,,,0.922640098,-0.089815512,1.656235904,1.731477046,0.922636911,,,92.26369109,THCA,GDSC2
OF-1,1853,"BRPF1B, BRPF2",Chromatin histone acetylation,NRAS_mut,3,11,0.387323464,4.463517413,5.110554187,,,0.661603816,-0.647036775,2.131778832,1.562024946,0.56311728,,,84.46759206,THCA,GDSC2
OF-1,1853,"BRPF1B, BRPF2",Chromatin histone acetylation,TP53_mut,10,4,0.410917643,4.776789076,5.459689384,,,0.534782044,-0.682900308,1.620657172,1.779869937,0.500547361,,,84.46759206,THCA,GDSC2
